hourly_counts,date_time,year,month,month_day,week_day,hour,sensor_id,sensor_name
2198,2016-07-06 18:00:00,2016,July,6,Wednesday,18,13,Flagstaff Station
784,2016-07-06 19:00:00,2016,July,6,Wednesday,19,13,Flagstaff Station
400,2016-07-06 20:00:00,2016,July,6,Wednesday,20,13,Flagstaff Station
303,2016-07-06 21:00:00,2016,July,6,Wednesday,21,13,Flagstaff Station
180,2016-07-06 22:00:00,2016,July,6,Wednesday,22,13,Flagstaff Station
145,2016-07-06 23:00:00,2016,July,6,Wednesday,23,13,Flagstaff Station
90,2016-07-07 00:00:00,2016,July,7,Thursday,0,13,Flagstaff Station
10,2016-07-07 01:00:00,2016,July,7,Thursday,1,13,Flagstaff Station
14,2016-07-07 02:00:00,2016,July,7,Thursday,2,13,Flagstaff Station
4,2016-07-07 03:00:00,2016,July,7,Thursday,3,13,Flagstaff Station
17,2016-07-07 04:00:00,2016,July,7,Thursday,4,13,Flagstaff Station
112,2016-07-07 05:00:00,2016,July,7,Thursday,5,13,Flagstaff Station
747,2016-07-07 06:00:00,2016,July,7,Thursday,6,13,Flagstaff Station
2289,2016-07-07 07:00:00,2016,July,7,Thursday,7,13,Flagstaff Station
5491,2016-07-07 08:00:00,2016,July,7,Thursday,8,13,Flagstaff Station
2867,2016-07-07 09:00:00,2016,July,7,Thursday,9,13,Flagstaff Station
1045,2016-07-07 10:00:00,2016,July,7,Thursday,10,13,Flagstaff Station
800,2016-07-07 11:00:00,2016,July,7,Thursday,11,13,Flagstaff Station
953,2016-07-07 12:00:00,2016,July,7,Thursday,12,13,Flagstaff Station
1076,2016-07-07 13:00:00,2016,July,7,Thursday,13,13,Flagstaff Station
875,2016-07-07 14:00:00,2016,July,7,Thursday,14,13,Flagstaff Station
1113,2016-07-07 15:00:00,2016,July,7,Thursday,15,13,Flagstaff Station
2263,2016-07-07 16:00:00,2016,July,7,Thursday,16,13,Flagstaff Station
3738,2016-07-07 17:00:00,2016,July,7,Thursday,17,13,Flagstaff Station
1753,2016-07-07 18:00:00,2016,July,7,Thursday,18,13,Flagstaff Station
584,2016-07-07 19:00:00,2016,July,7,Thursday,19,13,Flagstaff Station
294,2016-07-07 20:00:00,2016,July,7,Thursday,20,13,Flagstaff Station
277,2016-07-07 21:00:00,2016,July,7,Thursday,21,13,Flagstaff Station
185,2016-07-07 22:00:00,2016,July,7,Thursday,22,13,Flagstaff Station
142,2016-07-07 23:00:00,2016,July,7,Thursday,23,13,Flagstaff Station
60,2016-07-08 00:00:00,2016,July,8,Friday,0,13,Flagstaff Station
27,2016-07-08 01:00:00,2016,July,8,Friday,1,13,Flagstaff Station
12,2016-07-08 02:00:00,2016,July,8,Friday,2,13,Flagstaff Station
17,2016-07-08 03:00:00,2016,July,8,Friday,3,13,Flagstaff Station
13,2016-07-08 04:00:00,2016,July,8,Friday,4,13,Flagstaff Station
119,2016-07-08 05:00:00,2016,July,8,Friday,5,13,Flagstaff Station
610,2016-07-08 06:00:00,2016,July,8,Friday,6,13,Flagstaff Station
1964,2016-07-08 07:00:00,2016,July,8,Friday,7,13,Flagstaff Station
4593,2016-07-08 08:00:00,2016,July,8,Friday,8,13,Flagstaff Station
2309,2016-07-08 09:00:00,2016,July,8,Friday,9,13,Flagstaff Station
908,2016-07-08 10:00:00,2016,July,8,Friday,10,13,Flagstaff Station
816,2016-07-08 11:00:00,2016,July,8,Friday,11,13,Flagstaff Station
1046,2016-07-08 12:00:00,2016,July,8,Friday,12,13,Flagstaff Station
1197,2016-07-08 13:00:00,2016,July,8,Friday,13,13,Flagstaff Station
899,2016-07-08 14:00:00,2016,July,8,Friday,14,13,Flagstaff Station
1185,2016-07-08 15:00:00,2016,July,8,Friday,15,13,Flagstaff Station
2054,2016-07-08 16:00:00,2016,July,8,Friday,16,13,Flagstaff Station
3205,2016-07-08 17:00:00,2016,July,8,Friday,17,13,Flagstaff Station
1353,2016-07-08 18:00:00,2016,July,8,Friday,18,13,Flagstaff Station
587,2016-07-08 19:00:00,2016,July,8,Friday,19,13,Flagstaff Station
346,2016-07-08 20:00:00,2016,July,8,Friday,20,13,Flagstaff Station
284,2016-07-08 21:00:00,2016,July,8,Friday,21,13,Flagstaff Station
251,2016-07-08 22:00:00,2016,July,8,Friday,22,13,Flagstaff Station
184,2016-07-08 23:00:00,2016,July,8,Friday,23,13,Flagstaff Station
105,2016-07-09 00:00:00,2016,July,9,Saturday,0,13,Flagstaff Station
67,2016-07-09 01:00:00,2016,July,9,Saturday,1,13,Flagstaff Station
49,2016-07-09 02:00:00,2016,July,9,Saturday,2,13,Flagstaff Station
35,2016-07-09 03:00:00,2016,July,9,Saturday,3,13,Flagstaff Station
27,2016-07-09 04:00:00,2016,July,9,Saturday,4,13,Flagstaff Station
31,2016-07-09 05:00:00,2016,July,9,Saturday,5,13,Flagstaff Station
68,2016-07-09 06:00:00,2016,July,9,Saturday,6,13,Flagstaff Station
101,2016-07-09 07:00:00,2016,July,9,Saturday,7,13,Flagstaff Station
145,2016-07-09 08:00:00,2016,July,9,Saturday,8,13,Flagstaff Station
239,2016-07-09 09:00:00,2016,July,9,Saturday,9,13,Flagstaff Station
256,2016-07-09 10:00:00,2016,July,9,Saturday,10,13,Flagstaff Station
315,2016-07-09 11:00:00,2016,July,9,Saturday,11,13,Flagstaff Station
306,2016-07-09 12:00:00,2016,July,9,Saturday,12,13,Flagstaff Station
289,2016-07-09 13:00:00,2016,July,9,Saturday,13,13,Flagstaff Station
317,2016-07-09 14:00:00,2016,July,9,Saturday,14,13,Flagstaff Station
297,2016-07-09 15:00:00,2016,July,9,Saturday,15,13,Flagstaff Station
261,2016-07-09 16:00:00,2016,July,9,Saturday,16,13,Flagstaff Station
245,2016-07-09 17:00:00,2016,July,9,Saturday,17,13,Flagstaff Station
242,2016-07-09 18:00:00,2016,July,9,Saturday,18,13,Flagstaff Station
216,2016-07-09 19:00:00,2016,July,9,Saturday,19,13,Flagstaff Station
176,2016-07-09 20:00:00,2016,July,9,Saturday,20,13,Flagstaff Station
141,2016-07-09 21:00:00,2016,July,9,Saturday,21,13,Flagstaff Station
197,2016-07-09 22:00:00,2016,July,9,Saturday,22,13,Flagstaff Station
178,2016-07-09 23:00:00,2016,July,9,Saturday,23,13,Flagstaff Station
144,2016-07-10 00:00:00,2016,July,10,Sunday,0,13,Flagstaff Station
50,2016-07-10 01:00:00,2016,July,10,Sunday,1,13,Flagstaff Station
44,2016-07-10 02:00:00,2016,July,10,Sunday,2,13,Flagstaff Station
32,2016-07-10 03:00:00,2016,July,10,Sunday,3,13,Flagstaff Station
37,2016-07-10 04:00:00,2016,July,10,Sunday,4,13,Flagstaff Station
23,2016-07-10 05:00:00,2016,July,10,Sunday,5,13,Flagstaff Station
28,2016-07-10 06:00:00,2016,July,10,Sunday,6,13,Flagstaff Station
38,2016-07-10 07:00:00,2016,July,10,Sunday,7,13,Flagstaff Station
113,2016-07-10 08:00:00,2016,July,10,Sunday,8,13,Flagstaff Station
181,2016-07-10 09:00:00,2016,July,10,Sunday,9,13,Flagstaff Station
217,2016-07-10 10:00:00,2016,July,10,Sunday,10,13,Flagstaff Station
223,2016-07-10 11:00:00,2016,July,10,Sunday,11,13,Flagstaff Station
231,2016-07-10 12:00:00,2016,July,10,Sunday,12,13,Flagstaff Station
239,2016-07-10 13:00:00,2016,July,10,Sunday,13,13,Flagstaff Station
205,2016-07-10 14:00:00,2016,July,10,Sunday,14,13,Flagstaff Station
218,2016-07-10 15:00:00,2016,July,10,Sunday,15,13,Flagstaff Station
239,2016-07-10 16:00:00,2016,July,10,Sunday,16,13,Flagstaff Station
159,2016-07-10 17:00:00,2016,July,10,Sunday,17,13,Flagstaff Station
161,2016-07-10 18:00:00,2016,July,10,Sunday,18,13,Flagstaff Station
139,2016-07-10 19:00:00,2016,July,10,Sunday,19,13,Flagstaff Station
110,2016-07-10 20:00:00,2016,July,10,Sunday,20,13,Flagstaff Station
96,2016-07-10 21:00:00,2016,July,10,Sunday,21,13,Flagstaff Station
88,2016-07-10 22:00:00,2016,July,10,Sunday,22,13,Flagstaff Station
75,2016-07-10 23:00:00,2016,July,10,Sunday,23,13,Flagstaff Station
57,2016-07-11 00:00:00,2016,July,11,Monday,0,13,Flagstaff Station
22,2016-07-11 01:00:00,2016,July,11,Monday,1,13,Flagstaff Station
19,2016-07-11 02:00:00,2016,July,11,Monday,2,13,Flagstaff Station
12,2016-07-11 03:00:00,2016,July,11,Monday,3,13,Flagstaff Station
19,2016-07-11 04:00:00,2016,July,11,Monday,4,13,Flagstaff Station
108,2016-07-11 05:00:00,2016,July,11,Monday,5,13,Flagstaff Station
548,2016-07-11 06:00:00,2016,July,11,Monday,6,13,Flagstaff Station
2234,2016-07-11 07:00:00,2016,July,11,Monday,7,13,Flagstaff Station
5014,2016-07-11 08:00:00,2016,July,11,Monday,8,13,Flagstaff Station
2440,2016-07-11 09:00:00,2016,July,11,Monday,9,13,Flagstaff Station
877,2016-07-11 10:00:00,2016,July,11,Monday,10,13,Flagstaff Station
807,2016-07-11 11:00:00,2016,July,11,Monday,11,13,Flagstaff Station
1093,2016-07-11 12:00:00,2016,July,11,Monday,12,13,Flagstaff Station
1145,2016-07-11 13:00:00,2016,July,11,Monday,13,13,Flagstaff Station
919,2016-07-11 14:00:00,2016,July,11,Monday,14,13,Flagstaff Station
1191,2016-07-11 15:00:00,2016,July,11,Monday,15,13,Flagstaff Station
2300,2016-07-11 16:00:00,2016,July,11,Monday,16,13,Flagstaff Station
4162,2016-07-11 17:00:00,2016,July,11,Monday,17,13,Flagstaff Station
1773,2016-07-11 18:00:00,2016,July,11,Monday,18,13,Flagstaff Station
591,2016-07-11 19:00:00,2016,July,11,Monday,19,13,Flagstaff Station
242,2016-07-11 20:00:00,2016,July,11,Monday,20,13,Flagstaff Station
175,2016-07-11 21:00:00,2016,July,11,Monday,21,13,Flagstaff Station
136,2016-07-11 22:00:00,2016,July,11,Monday,22,13,Flagstaff Station
98,2016-07-11 23:00:00,2016,July,11,Monday,23,13,Flagstaff Station
44,2016-07-12 00:00:00,2016,July,12,Tuesday,0,13,Flagstaff Station
46,2016-07-12 01:00:00,2016,July,12,Tuesday,1,13,Flagstaff Station
19,2016-07-12 02:00:00,2016,July,12,Tuesday,2,13,Flagstaff Station
12,2016-07-12 03:00:00,2016,July,12,Tuesday,3,13,Flagstaff Station
7,2016-07-12 04:00:00,2016,July,12,Tuesday,4,13,Flagstaff Station
124,2016-07-12 05:00:00,2016,July,12,Tuesday,5,13,Flagstaff Station
748,2016-07-12 06:00:00,2016,July,12,Tuesday,6,13,Flagstaff Station
2405,2016-07-12 07:00:00,2016,July,12,Tuesday,7,13,Flagstaff Station
5193,2016-07-12 08:00:00,2016,July,12,Tuesday,8,13,Flagstaff Station
2667,2016-07-12 09:00:00,2016,July,12,Tuesday,9,13,Flagstaff Station
996,2016-07-12 10:00:00,2016,July,12,Tuesday,10,13,Flagstaff Station
865,2016-07-12 11:00:00,2016,July,12,Tuesday,11,13,Flagstaff Station
1156,2016-07-12 12:00:00,2016,July,12,Tuesday,12,13,Flagstaff Station
1277,2016-07-12 13:00:00,2016,July,12,Tuesday,13,13,Flagstaff Station
989,2016-07-12 14:00:00,2016,July,12,Tuesday,14,13,Flagstaff Station
1279,2016-07-12 15:00:00,2016,July,12,Tuesday,15,13,Flagstaff Station
2497,2016-07-12 16:00:00,2016,July,12,Tuesday,16,13,Flagstaff Station
4365,2016-07-12 17:00:00,2016,July,12,Tuesday,17,13,Flagstaff Station
1833,2016-07-12 18:00:00,2016,July,12,Tuesday,18,13,Flagstaff Station
585,2016-07-12 19:00:00,2016,July,12,Tuesday,19,13,Flagstaff Station
346,2016-07-12 20:00:00,2016,July,12,Tuesday,20,13,Flagstaff Station
203,2016-07-12 21:00:00,2016,July,12,Tuesday,21,13,Flagstaff Station
138,2016-07-12 22:00:00,2016,July,12,Tuesday,22,13,Flagstaff Station
109,2016-07-12 23:00:00,2016,July,12,Tuesday,23,13,Flagstaff Station
37,2016-07-13 00:00:00,2016,July,13,Wednesday,0,13,Flagstaff Station
25,2016-07-13 01:00:00,2016,July,13,Wednesday,1,13,Flagstaff Station
19,2016-07-13 02:00:00,2016,July,13,Wednesday,2,13,Flagstaff Station
7,2016-07-13 03:00:00,2016,July,13,Wednesday,3,13,Flagstaff Station
4,2016-07-13 04:00:00,2016,July,13,Wednesday,4,13,Flagstaff Station
86,2016-07-13 05:00:00,2016,July,13,Wednesday,5,13,Flagstaff Station
709,2016-07-13 06:00:00,2016,July,13,Wednesday,6,13,Flagstaff Station
2128,2016-07-13 07:00:00,2016,July,13,Wednesday,7,13,Flagstaff Station
5055,2016-07-13 08:00:00,2016,July,13,Wednesday,8,13,Flagstaff Station
2657,2016-07-13 09:00:00,2016,July,13,Wednesday,9,13,Flagstaff Station
957,2016-07-13 10:00:00,2016,July,13,Wednesday,10,13,Flagstaff Station
782,2016-07-13 11:00:00,2016,July,13,Wednesday,11,13,Flagstaff Station
998,2016-07-13 12:00:00,2016,July,13,Wednesday,12,13,Flagstaff Station
1172,2016-07-13 13:00:00,2016,July,13,Wednesday,13,13,Flagstaff Station
954,2016-07-13 14:00:00,2016,July,13,Wednesday,14,13,Flagstaff Station
1320,2016-07-13 15:00:00,2016,July,13,Wednesday,15,13,Flagstaff Station
2304,2016-07-13 16:00:00,2016,July,13,Wednesday,16,13,Flagstaff Station
4118,2016-07-13 17:00:00,2016,July,13,Wednesday,17,13,Flagstaff Station
1878,2016-07-13 18:00:00,2016,July,13,Wednesday,18,13,Flagstaff Station
704,2016-07-13 19:00:00,2016,July,13,Wednesday,19,13,Flagstaff Station
366,2016-07-13 20:00:00,2016,July,13,Wednesday,20,13,Flagstaff Station
269,2016-07-13 21:00:00,2016,July,13,Wednesday,21,13,Flagstaff Station
162,2016-07-13 22:00:00,2016,July,13,Wednesday,22,13,Flagstaff Station
143,2016-07-13 23:00:00,2016,July,13,Wednesday,23,13,Flagstaff Station
50,2016-07-14 00:00:00,2016,July,14,Thursday,0,13,Flagstaff Station
29,2016-07-14 01:00:00,2016,July,14,Thursday,1,13,Flagstaff Station
21,2016-07-14 02:00:00,2016,July,14,Thursday,2,13,Flagstaff Station
7,2016-07-14 03:00:00,2016,July,14,Thursday,3,13,Flagstaff Station
5,2016-07-14 04:00:00,2016,July,14,Thursday,4,13,Flagstaff Station
113,2016-07-14 05:00:00,2016,July,14,Thursday,5,13,Flagstaff Station
712,2016-07-14 06:00:00,2016,July,14,Thursday,6,13,Flagstaff Station
2361,2016-07-14 07:00:00,2016,July,14,Thursday,7,13,Flagstaff Station
5124,2016-07-14 08:00:00,2016,July,14,Thursday,8,13,Flagstaff Station
2548,2016-07-14 09:00:00,2016,July,14,Thursday,9,13,Flagstaff Station
937,2016-07-14 10:00:00,2016,July,14,Thursday,10,13,Flagstaff Station
840,2016-07-14 11:00:00,2016,July,14,Thursday,11,13,Flagstaff Station
1245,2016-07-14 12:00:00,2016,July,14,Thursday,12,13,Flagstaff Station
1376,2016-07-14 13:00:00,2016,July,14,Thursday,13,13,Flagstaff Station
1034,2016-07-14 14:00:00,2016,July,14,Thursday,14,13,Flagstaff Station
1287,2016-07-14 15:00:00,2016,July,14,Thursday,15,13,Flagstaff Station
2318,2016-07-14 16:00:00,2016,July,14,Thursday,16,13,Flagstaff Station
3911,2016-07-14 17:00:00,2016,July,14,Thursday,17,13,Flagstaff Station
1737,2016-07-14 18:00:00,2016,July,14,Thursday,18,13,Flagstaff Station
677,2016-07-14 19:00:00,2016,July,14,Thursday,19,13,Flagstaff Station
350,2016-07-14 20:00:00,2016,July,14,Thursday,20,13,Flagstaff Station
280,2016-07-14 21:00:00,2016,July,14,Thursday,21,13,Flagstaff Station
197,2016-07-14 22:00:00,2016,July,14,Thursday,22,13,Flagstaff Station
142,2016-07-14 23:00:00,2016,July,14,Thursday,23,13,Flagstaff Station
51,2016-07-15 00:00:00,2016,July,15,Friday,0,13,Flagstaff Station
35,2016-07-15 01:00:00,2016,July,15,Friday,1,13,Flagstaff Station
23,2016-07-15 02:00:00,2016,July,15,Friday,2,13,Flagstaff Station
18,2016-07-15 03:00:00,2016,July,15,Friday,3,13,Flagstaff Station
13,2016-07-15 04:00:00,2016,July,15,Friday,4,13,Flagstaff Station
112,2016-07-15 05:00:00,2016,July,15,Friday,5,13,Flagstaff Station
662,2016-07-15 06:00:00,2016,July,15,Friday,6,13,Flagstaff Station
2139,2016-07-15 07:00:00,2016,July,15,Friday,7,13,Flagstaff Station
4822,2016-07-15 08:00:00,2016,July,15,Friday,8,13,Flagstaff Station
2454,2016-07-15 09:00:00,2016,July,15,Friday,9,13,Flagstaff Station
978,2016-07-15 10:00:00,2016,July,15,Friday,10,13,Flagstaff Station
857,2016-07-15 11:00:00,2016,July,15,Friday,11,13,Flagstaff Station
1137,2016-07-15 12:00:00,2016,July,15,Friday,12,13,Flagstaff Station
1245,2016-07-15 13:00:00,2016,July,15,Friday,13,13,Flagstaff Station
1037,2016-07-15 14:00:00,2016,July,15,Friday,14,13,Flagstaff Station
1255,2016-07-15 15:00:00,2016,July,15,Friday,15,13,Flagstaff Station
2242,2016-07-15 16:00:00,2016,July,15,Friday,16,13,Flagstaff Station
3417,2016-07-15 17:00:00,2016,July,15,Friday,17,13,Flagstaff Station
1480,2016-07-15 18:00:00,2016,July,15,Friday,18,13,Flagstaff Station
532,2016-07-15 19:00:00,2016,July,15,Friday,19,13,Flagstaff Station
322,2016-07-15 20:00:00,2016,July,15,Friday,20,13,Flagstaff Station
268,2016-07-15 21:00:00,2016,July,15,Friday,21,13,Flagstaff Station
240,2016-07-15 22:00:00,2016,July,15,Friday,22,13,Flagstaff Station
179,2016-07-15 23:00:00,2016,July,15,Friday,23,13,Flagstaff Station
114,2016-07-16 00:00:00,2016,July,16,Saturday,0,13,Flagstaff Station
74,2016-07-16 01:00:00,2016,July,16,Saturday,1,13,Flagstaff Station
36,2016-07-16 02:00:00,2016,July,16,Saturday,2,13,Flagstaff Station
19,2016-07-16 03:00:00,2016,July,16,Saturday,3,13,Flagstaff Station
8,2016-07-16 04:00:00,2016,July,16,Saturday,4,13,Flagstaff Station
32,2016-07-16 05:00:00,2016,July,16,Saturday,5,13,Flagstaff Station
54,2016-07-16 06:00:00,2016,July,16,Saturday,6,13,Flagstaff Station
100,2016-07-16 07:00:00,2016,July,16,Saturday,7,13,Flagstaff Station
210,2016-07-16 08:00:00,2016,July,16,Saturday,8,13,Flagstaff Station
274,2016-07-16 09:00:00,2016,July,16,Saturday,9,13,Flagstaff Station
294,2016-07-16 10:00:00,2016,July,16,Saturday,10,13,Flagstaff Station
316,2016-07-16 11:00:00,2016,July,16,Saturday,11,13,Flagstaff Station
274,2016-07-16 12:00:00,2016,July,16,Saturday,12,13,Flagstaff Station
489,2016-07-16 13:00:00,2016,July,16,Saturday,13,13,Flagstaff Station
348,2016-07-16 14:00:00,2016,July,16,Saturday,14,13,Flagstaff Station
334,2016-07-16 15:00:00,2016,July,16,Saturday,15,13,Flagstaff Station
281,2016-07-16 16:00:00,2016,July,16,Saturday,16,13,Flagstaff Station
272,2016-07-16 17:00:00,2016,July,16,Saturday,17,13,Flagstaff Station
300,2016-07-16 18:00:00,2016,July,16,Saturday,18,13,Flagstaff Station
286,2016-07-16 19:00:00,2016,July,16,Saturday,19,13,Flagstaff Station
166,2016-07-16 20:00:00,2016,July,16,Saturday,20,13,Flagstaff Station
150,2016-07-16 21:00:00,2016,July,16,Saturday,21,13,Flagstaff Station
185,2016-07-16 22:00:00,2016,July,16,Saturday,22,13,Flagstaff Station
216,2016-07-16 23:00:00,2016,July,16,Saturday,23,13,Flagstaff Station
107,2016-07-17 00:00:00,2016,July,17,Sunday,0,13,Flagstaff Station
92,2016-07-17 01:00:00,2016,July,17,Sunday,1,13,Flagstaff Station
40,2016-07-17 02:00:00,2016,July,17,Sunday,2,13,Flagstaff Station
25,2016-07-17 03:00:00,2016,July,17,Sunday,3,13,Flagstaff Station
24,2016-07-17 04:00:00,2016,July,17,Sunday,4,13,Flagstaff Station
11,2016-07-17 05:00:00,2016,July,17,Sunday,5,13,Flagstaff Station
24,2016-07-17 06:00:00,2016,July,17,Sunday,6,13,Flagstaff Station
29,2016-07-17 07:00:00,2016,July,17,Sunday,7,13,Flagstaff Station
111,2016-07-17 08:00:00,2016,July,17,Sunday,8,13,Flagstaff Station
158,2016-07-17 09:00:00,2016,July,17,Sunday,9,13,Flagstaff Station
250,2016-07-17 10:00:00,2016,July,17,Sunday,10,13,Flagstaff Station
258,2016-07-17 11:00:00,2016,July,17,Sunday,11,13,Flagstaff Station
248,2016-07-17 12:00:00,2016,July,17,Sunday,12,13,Flagstaff Station
271,2016-07-17 13:00:00,2016,July,17,Sunday,13,13,Flagstaff Station
266,2016-07-17 14:00:00,2016,July,17,Sunday,14,13,Flagstaff Station
284,2016-07-17 15:00:00,2016,July,17,Sunday,15,13,Flagstaff Station
233,2016-07-17 16:00:00,2016,July,17,Sunday,16,13,Flagstaff Station
181,2016-07-17 17:00:00,2016,July,17,Sunday,17,13,Flagstaff Station
209,2016-07-17 18:00:00,2016,July,17,Sunday,18,13,Flagstaff Station
193,2016-07-17 19:00:00,2016,July,17,Sunday,19,13,Flagstaff Station
147,2016-07-17 20:00:00,2016,July,17,Sunday,20,13,Flagstaff Station
134,2016-07-17 21:00:00,2016,July,17,Sunday,21,13,Flagstaff Station
97,2016-07-17 22:00:00,2016,July,17,Sunday,22,13,Flagstaff Station
62,2016-07-17 23:00:00,2016,July,17,Sunday,23,13,Flagstaff Station
38,2016-07-18 00:00:00,2016,July,18,Monday,0,13,Flagstaff Station
16,2016-07-18 01:00:00,2016,July,18,Monday,1,13,Flagstaff Station
15,2016-07-18 02:00:00,2016,July,18,Monday,2,13,Flagstaff Station
3,2016-07-18 03:00:00,2016,July,18,Monday,3,13,Flagstaff Station
6,2016-07-18 04:00:00,2016,July,18,Monday,4,13,Flagstaff Station
98,2016-07-18 05:00:00,2016,July,18,Monday,5,13,Flagstaff Station
634,2016-07-18 06:00:00,2016,July,18,Monday,6,13,Flagstaff Station
2110,2016-07-18 07:00:00,2016,July,18,Monday,7,13,Flagstaff Station
4949,2016-07-18 08:00:00,2016,July,18,Monday,8,13,Flagstaff Station
2923,2016-07-18 09:00:00,2016,July,18,Monday,9,13,Flagstaff Station
1027,2016-07-18 10:00:00,2016,July,18,Monday,10,13,Flagstaff Station
781,2016-07-18 11:00:00,2016,July,18,Monday,11,13,Flagstaff Station
1298,2016-07-18 12:00:00,2016,July,18,Monday,12,13,Flagstaff Station
1478,2016-07-18 13:00:00,2016,July,18,Monday,13,13,Flagstaff Station
1052,2016-07-18 14:00:00,2016,July,18,Monday,14,13,Flagstaff Station
1332,2016-07-18 15:00:00,2016,July,18,Monday,15,13,Flagstaff Station
2456,2016-07-18 16:00:00,2016,July,18,Monday,16,13,Flagstaff Station
4376,2016-07-18 17:00:00,2016,July,18,Monday,17,13,Flagstaff Station
1807,2016-07-18 18:00:00,2016,July,18,Monday,18,13,Flagstaff Station
622,2016-07-18 19:00:00,2016,July,18,Monday,19,13,Flagstaff Station
292,2016-07-18 20:00:00,2016,July,18,Monday,20,13,Flagstaff Station
237,2016-07-18 21:00:00,2016,July,18,Monday,21,13,Flagstaff Station
130,2016-07-18 22:00:00,2016,July,18,Monday,22,13,Flagstaff Station
106,2016-07-18 23:00:00,2016,July,18,Monday,23,13,Flagstaff Station
37,2016-07-19 00:00:00,2016,July,19,Tuesday,0,13,Flagstaff Station
37,2016-07-19 01:00:00,2016,July,19,Tuesday,1,13,Flagstaff Station
12,2016-07-19 02:00:00,2016,July,19,Tuesday,2,13,Flagstaff Station
16,2016-07-19 03:00:00,2016,July,19,Tuesday,3,13,Flagstaff Station
8,2016-07-19 04:00:00,2016,July,19,Tuesday,4,13,Flagstaff Station
123,2016-07-19 05:00:00,2016,July,19,Tuesday,5,13,Flagstaff Station
762,2016-07-19 06:00:00,2016,July,19,Tuesday,6,13,Flagstaff Station
2296,2016-07-19 07:00:00,2016,July,19,Tuesday,7,13,Flagstaff Station
5031,2016-07-19 08:00:00,2016,July,19,Tuesday,8,13,Flagstaff Station
2837,2016-07-19 09:00:00,2016,July,19,Tuesday,9,13,Flagstaff Station
1061,2016-07-19 10:00:00,2016,July,19,Tuesday,10,13,Flagstaff Station
886,2016-07-19 11:00:00,2016,July,19,Tuesday,11,13,Flagstaff Station
1289,2016-07-19 12:00:00,2016,July,19,Tuesday,12,13,Flagstaff Station
1389,2016-07-19 13:00:00,2016,July,19,Tuesday,13,13,Flagstaff Station
1102,2016-07-19 14:00:00,2016,July,19,Tuesday,14,13,Flagstaff Station
1390,2016-07-19 15:00:00,2016,July,19,Tuesday,15,13,Flagstaff Station
2635,2016-07-19 16:00:00,2016,July,19,Tuesday,16,13,Flagstaff Station
4259,2016-07-19 17:00:00,2016,July,19,Tuesday,17,13,Flagstaff Station
1846,2016-07-19 18:00:00,2016,July,19,Tuesday,18,13,Flagstaff Station
660,2016-07-19 19:00:00,2016,July,19,Tuesday,19,13,Flagstaff Station
375,2016-07-19 20:00:00,2016,July,19,Tuesday,20,13,Flagstaff Station
241,2016-07-19 21:00:00,2016,July,19,Tuesday,21,13,Flagstaff Station
165,2016-07-19 22:00:00,2016,July,19,Tuesday,22,13,Flagstaff Station
77,2016-07-19 23:00:00,2016,July,19,Tuesday,23,13,Flagstaff Station
55,2016-07-20 00:00:00,2016,July,20,Wednesday,0,13,Flagstaff Station
23,2016-07-20 01:00:00,2016,July,20,Wednesday,1,13,Flagstaff Station
17,2016-07-20 02:00:00,2016,July,20,Wednesday,2,13,Flagstaff Station
10,2016-07-20 03:00:00,2016,July,20,Wednesday,3,13,Flagstaff Station
6,2016-07-20 04:00:00,2016,July,20,Wednesday,4,13,Flagstaff Station
135,2016-07-20 05:00:00,2016,July,20,Wednesday,5,13,Flagstaff Station
784,2016-07-20 06:00:00,2016,July,20,Wednesday,6,13,Flagstaff Station
2306,2016-07-20 07:00:00,2016,July,20,Wednesday,7,13,Flagstaff Station
5057,2016-07-20 08:00:00,2016,July,20,Wednesday,8,13,Flagstaff Station
2621,2016-07-20 09:00:00,2016,July,20,Wednesday,9,13,Flagstaff Station
964,2016-07-20 10:00:00,2016,July,20,Wednesday,10,13,Flagstaff Station
831,2016-07-20 11:00:00,2016,July,20,Wednesday,11,13,Flagstaff Station
1277,2016-07-20 12:00:00,2016,July,20,Wednesday,12,13,Flagstaff Station
1397,2016-07-20 13:00:00,2016,July,20,Wednesday,13,13,Flagstaff Station
984,2016-07-20 14:00:00,2016,July,20,Wednesday,14,13,Flagstaff Station
1377,2016-07-20 15:00:00,2016,July,20,Wednesday,15,13,Flagstaff Station
2563,2016-07-20 16:00:00,2016,July,20,Wednesday,16,13,Flagstaff Station
3929,2016-07-20 17:00:00,2016,July,20,Wednesday,17,13,Flagstaff Station
1940,2016-07-20 18:00:00,2016,July,20,Wednesday,18,13,Flagstaff Station
663,2016-07-20 19:00:00,2016,July,20,Wednesday,19,13,Flagstaff Station
376,2016-07-20 20:00:00,2016,July,20,Wednesday,20,13,Flagstaff Station
292,2016-07-20 21:00:00,2016,July,20,Wednesday,21,13,Flagstaff Station
160,2016-07-20 22:00:00,2016,July,20,Wednesday,22,13,Flagstaff Station
114,2016-07-20 23:00:00,2016,July,20,Wednesday,23,13,Flagstaff Station
85,2016-07-21 00:00:00,2016,July,21,Thursday,0,13,Flagstaff Station
25,2016-07-21 01:00:00,2016,July,21,Thursday,1,13,Flagstaff Station
10,2016-07-21 02:00:00,2016,July,21,Thursday,2,13,Flagstaff Station
14,2016-07-21 03:00:00,2016,July,21,Thursday,3,13,Flagstaff Station
